id;label
39258;0.9663527088563107
846;0.9647944863643648
839;0.9646258215701712
694;0.9639233084017593
95520;0.9638571794688752
37034;0.9633218929275674
1070;0.9632510062154866
33404;0.9632428252633745
33086;0.9630857125103889
92693;0.9628398573304281
44588;0.962574065796032
44661;0.9621098629015926
36967;0.9620503003894401
38856;0.9617125863559398
567;0.9615760082248603
43922;0.9613699279759179
32142;0.961130004578075
88063;0.9611020188110938
86564;0.9609655699522945
37468;0.9609629431849881
98194;0.9607436343525001
36384;0.9606138893548392
37581;0.960412326537249
37719;0.9600269207273487
1366;0.9596750687020794
95843;0.9593156433272256
39936;0.9591718113378689
90702;0.958999826368229
755;0.9588142475256762
32431;0.9587682329985432
40185;0.9587177030493962
31063;0.9585678039729711
830;0.9583133773390974
45170;0.9578305077970422
996;0.957805860416965
39654;0.9577793566613664
96923;0.9577024235166809
35542;0.9575959429439693
469;0.9575465773624876
754;0.9574337113290282
916;0.9572541206753696
36298;0.9572536428856028
44698;0.9572429871543522
91991;0.9572424328261849
27822;0.9572396321371499
30830;0.9571934172508768
30678;0.9570749965153589
37626;0.9567732979310114
41058;0.9566554944339107
34974;0.9565220956978128
38849;0.9564953261236386
32968;0.9562871894530948
40637;0.9561784969662999
30500;0.956096607385254
31554;0.9560554082265089
613;0.9556413931988434
38540;0.955611215711585
91085;0.9554189099948762
42659;0.955281306840569
32825;0.9550442878254356
36190;0.955000372443153
28944;0.9548695217078089
42746;0.9547110556826376
32704;0.9547062218280666
35264;0.9546566933003003
1173;0.9546420390237231
30723;0.9543248121339861
36809;0.9542955975630626
29660;0.9542421033642206
85586;0.9540338983076085
45037;0.953935827909791
884;0.9538960114946143
623;0.95387921860778
32878;0.9537266730868192
967;0.9536338826425006
40752;0.9535876286280517
2203;0.9535587107977035
1324;0.9534031676239629
37471;0.9533995969275321
35690;0.9532993406982583
85560;0.9532059079707869
764;0.9530239990171582
34537;0.9529673967918086
34955;0.9529641820121239
95478;0.9529388843875588
94062;0.9528862791176558
37019;0.9528607720229204
724;0.9528522346297994
1289;0.9528017995311349
99132;0.9527957056960754
37350;0.9527714847415781
33676;0.9526638234848667
40357;0.9525417926671029
579;0.952422598522176
37961;0.9522741846939173
1325;0.9521847210068325
733;0.9521130492856051
39576;0.952050050307315
38579;0.9520249323474439
40305;0.9518517992947093
979;0.9517502496406118
31250;0.9517291681259739
95015;0.9517221090777289
832;0.9516382761489957
40077;0.951559973690568
31088;0.951369316923847
37467;0.9510841904326195
850;0.9510227478041566
41712;0.9510148857985736
27604;0.950774063530228
38156;0.9506082600678182
899;0.9506021625418134
1130;0.9505991244151312
44807;0.9505728427829636
872;0.9505612575989869
95115;0.9504939045395088
34811;0.9504397450689821
43173;0.9503032972239736
37632;0.9502944542354657
44849;0.9500735608826782
29902;0.9500431212000958
35375;0.9498129961684355
480;0.949719357737542
40566;0.9496434316794297
37130;0.9496337311986102
31559;0.9494803168233338
40297;0.9494181639402152
32564;0.9492657277061182
676;0.9492560108183539
37959;0.9492549842791177
39391;0.9492289585736674
94007;0.949220493236827
40794;0.9492179423498142
42094;0.9489721096244697
32881;0.9489691570225963
95948;0.9488643140725072
28335;0.9487106829598045
34545;0.9485982569049837
98832;0.948580233697733
31943;0.9485226751893783
44945;0.9484910449409957
33599;0.9484902508308992
96391;0.9484731267477081
36290;0.9484510445201324
39700;0.9483204490780215
29025;0.9482975752611136
36074;0.9482468803009064
98833;0.948172218269235
43577;0.9481584604322693
38191;0.9479655415589349
32942;0.9479147806250047
27570;0.9478557005913653
1237;0.947597293769815
84059;0.947526443255286
32940;0.9473928280957772
28852;0.9473920443679067
861;0.947297256319224
44404;0.9472919334136004
43223;0.9472514379759633
737;0.9472345811885509
468;0.9471937099435709
32126;0.9468711952706648
38172;0.9468380107565962
30965;0.9468056238706115
44221;0.9467490922272723
38519;0.9466654210528482
981;0.9463897095360823
41782;0.9463235671960549
42061;0.9461115679232149
94052;0.9460712676567209
28933;0.9460267004562538
39669;0.9460265509202946
92869;0.9457616388811418
32177;0.9457446063202901
687;0.9457101320648115
41713;0.9456700490689591
485;0.9456618598180664
30167;0.9456501381473288
42374;0.9456440138397778
28427;0.9456274628617221
85834;0.9455908897151112
32647;0.9455087298078302
30026;0.9454141158882914
44146;0.9454100660113314
32799;0.9451869424492512
31340;0.9451634144512967
38423;0.9451459115280905
38670;0.9451127648404174
685;0.9450199802954161
97760;0.9450004387244381
38921;0.9449848779463405
45101;0.9449457643136705
45107;0.9449258462168129
29910;0.944880927345275
28813;0.9448707380635594
34353;0.9448311484661857
40714;0.9447928180414183
1129;0.9446511310401358
45042;0.9446420445981429
35163;0.9446298555131801
98768;0.9445589584077424
40804;0.9445257877750459
40311;0.9444796447972755
28370;0.9444314649848281
44378;0.944188964214743
29474;0.9441614087668545
29318;0.9440851578158885
29345;0.944057658992341
40338;0.9439595917612201
36391;0.9439540707005651
37820;0.9439479576191765
31157;0.9439261746508818
43454;0.9439104700576811
35783;0.9439070847511019
35337;0.943900236732598
566;0.9438911175051997
980;0.9438338286163696
29359;0.9438322328923823
38903;0.9438043777269521
30491;0.9437720154793505
44029;0.9437099856422065
1293;0.9436478987926501
1158;0.943641727319565
2205;0.9436125799206251
44691;0.9435841631356815
860;0.943545033004154
37870;0.9435344649794706
99031;0.9435334764180224
32052;0.9435126602468838
28330;0.9433004856153525
41704;0.9432919543157342
31021;0.9432822060850427
2195;0.9432030568458075
1161;0.9429557667151469
655;0.9428969322744015
33143;0.9428962382343596
36794;0.9428238623995819
2234;0.9427098449599322
37405;0.9426643899498457
98439;0.9425336528332328
1344;0.9424775824653095
1225;0.9424394092479865
805;0.9422514389651808
95812;0.9422406681050518
92417;0.9420808873507257
33440;0.9420655890548273
86956;0.9420581674786447
30697;0.9420042477735514
86701;0.9419937242613553
36354;0.9419782323084026
91397;0.941913076062153
36382;0.9418743543875262
30532;0.9418677597896302
27945;0.9418106063693508
520;0.941692629008881
89100;0.9416817718405213
89686;0.9415427687647969
29537;0.9414922543603101
85185;0.941354149616423
621;0.9412744327906187
33522;0.9412199254387906
782;0.9412054970782724
